settlement,input_count,generated_count,diff,rel_diff,ratio
Sóly,22,27,5,0.22727272727272727,1.2272727272727273
Sóskút,338,418,80,0.23668639053254437,1.2366863905325445
Sóstófalva,8,10,2,0.25,1.25
Söjtör,9,11,2,0.2222222222222222,1.2222222222222223
Söréd,6,7,1,0.16666666666666666,1.1666666666666667
Súr,38,46,8,0.21052631578947367,1.2105263157894737
Sükösd,270,335,65,0.24074074074074073,1.2407407407407407
Sülysáp,562,694,132,0.23487544483985764,1.2348754448398576
Sümeg,411,507,96,0.23357664233576642,1.2335766423357664
Sümegcsehi,5,6,1,0.2,1.2
Sümegprága,14,17,3,0.21428571428571427,1.2142857142857142
Süttõ,96,119,23,0.23958333333333334,1.2395833333333333
Tab,243,299,56,0.23045267489711935,1.2304526748971194
Tabajd,47,58,11,0.23404255319148937,1.2340425531914894
Tabdi,60,74,14,0.23333333333333334,1.2333333333333334
Tagyon,12,14,2,0.16666666666666666,1.1666666666666667
Tahitótfalu,657,816,159,0.2420091324200913,1.2420091324200913
Taksony,620,770,150,0.24193548387096775,1.2419354838709677
Taktabáj,14,17,3,0.21428571428571427,1.2142857142857142
Taktaharkány,72,89,17,0.2361111111111111,1.2361111111111112
Taktakenéz,10,12,2,0.2,1.2
Taktaszada,26,32,6,0.23076923076923078,1.2307692307692308
Takácsi,33,40,7,0.21212121212121213,1.2121212121212122
Taliándörögd,12,15,3,0.25,1.25
Tamási,684,849,165,0.2412280701754386,1.2412280701754386
Tapolca,1213,1507,294,0.24237427864798022,1.2423742786479801
Tapsony,30,37,7,0.23333333333333334,1.2333333333333334
Tar,65,79,14,0.2153846153846154,1.2153846153846153
Tarany,26,33,7,0.2692307692307692,1.2692307692307692
Tarcal,127,155,28,0.2204724409448819,1.220472440944882
Tard,23,29,6,0.2608695652173913,1.2608695652173914
Tardona,39,48,9,0.23076923076923078,1.2307692307692308
Tardos,85,104,19,0.2235294117647059,1.223529411764706
Tarhos,15,19,4,0.26666666666666666,1.2666666666666666
Tarján,210,259,49,0.23333333333333334,1.2333333333333334
Tarnabod,5,6,1,0.2,1.2
Tarnalelesz,44,54,10,0.22727272727272727,1.2272727272727273
Tarnaméra,65,80,15,0.23076923076923078,1.2307692307692308
Tarnaszentmiklós,14,17,3,0.21428571428571427,1.2142857142857142
Tarnazsadány,7,9,2,0.2857142857142857,1.2857142857142858
Tarnaörs,37,45,8,0.21621621621621623,1.2162162162162162
Tarpa,92,113,21,0.22826086956521738,1.2282608695652173
Tass,249,311,62,0.24899598393574296,1.248995983935743
Taszár,66,81,15,0.22727272727272727,1.2272727272727273
Tata,2472,3068,596,0.24110032362459546,1.2411003236245954
Tatabánya,4680,5815,1135,0.24252136752136752,1.2425213675213675
Tataháza,35,43,8,0.22857142857142856,1.2285714285714286
Tatárszentgyörgy,46,56,10,0.21739130434782608,1.2173913043478262
Tekenye,8,10,2,0.25,1.25
Teklafalu,5,6,1,0.2,1.2
Telekes,7,9,2,0.2857142857142857,1.2857142857142858
Telekgerendás,60,74,14,0.23333333333333334,1.2333333333333334
Telki,588,730,142,0.24149659863945577,1.2414965986394557
Telkibánya,22,27,5,0.22727272727272727,1.2272727272727273
Tengelic,64,79,15,0.234375,1.234375
Tengeri,5,6,1,0.2,1.2
Tengõd,6,7,1,0.16666666666666666,1.1666666666666667
Tenk,42,52,10,0.23809523809523808,1.2380952380952381
Terem,10,12,2,0.2,1.2
Teskánd,7,9,2,0.2857142857142857,1.2857142857142858
Tetétlen,44,53,9,0.20454545454545456,1.2045454545454546
Tevel,56,69,13,0.23214285714285715,1.2321428571428572
Tibolddaróc,31,38,7,0.22580645161290322,1.2258064516129032
Tiborszállás,25,31,6,0.24,1.24
Tihany,152,190,38,0.25,1.25
Tilaj,5,6,1,0.2,1.2
Timár,29,36,7,0.2413793103448276,1.2413793103448276
Tinnye,136,168,32,0.23529411764705882,1.2352941176470589
Tiszaadony,11,14,3,0.2727272727272727,1.2727272727272727
Tiszaalpár,264,325,61,0.23106060606060605,1.231060606060606
Tiszabecs,40,49,9,0.225,1.225
Tiszabercel,50,61,11,0.22,1.22
Tiszabezdéd,48,59,11,0.22916666666666666,1.2291666666666667
Tiszabura,51,63,12,0.23529411764705882,1.2352941176470589
Tiszabõ,30,37,7,0.23333333333333334,1.2333333333333334
Tiszacsege,252,312,60,0.23809523809523808,1.2380952380952381
Tiszadada,70,86,16,0.22857142857142856,1.2285714285714286
Tiszaderzs,18,22,4,0.2222222222222222,1.2222222222222223
Tiszadob,90,110,20,0.2222222222222222,1.2222222222222223
Tiszadorogma,8,10,2,0.25,1.25
Tiszaeszlár,76,94,18,0.23684210526315788,1.236842105263158
Tiszaföldvár,503,623,120,0.23856858846918488,1.2385685884691848
Tiszafüred,773,962,189,0.2445019404915912,1.2445019404915911
Tiszagyenda,27,34,7,0.25925925925925924,1.2592592592592593
Tiszagyulaháza,7,9,2,0.2857142857142857,1.2857142857142858
Tiszaigar,19,24,5,0.2631578947368421,1.263157894736842
Tiszainoka,6,7,1,0.16666666666666666,1.1666666666666667
Tiszajenõ,48,60,12,0.25,1.25
Tiszakanyár,37,46,9,0.24324324324324326,1.2432432432432432
Tiszakarád,32,40,8,0.25,1.25
Tiszakerecseny,37,46,9,0.24324324324324326,1.2432432432432432
Tiszakeszi,174,216,42,0.2413793103448276,1.2413793103448276
Tiszakécske,823,1023,200,0.24301336573511542,1.2430133657351154
Tiszakóród,13,16,3,0.23076923076923078,1.2307692307692308
Tiszakürt,33,41,8,0.24242424242424243,1.2424242424242424
Tiszaladány,8,10,2,0.25,1.25
Tiszalök,236,292,56,0.23728813559322035,1.2372881355932204
Tiszalúc,157,192,35,0.2229299363057325,1.2229299363057324
Tiszamogyorós,21,26,5,0.23809523809523808,1.2380952380952381
Tiszanagyfalu,56,70,14,0.25,1.25
Tiszanána,96,118,22,0.22916666666666666,1.2291666666666667
Tiszapalkonya,26,32,6,0.23076923076923078,1.2307692307692308
Tiszapüspöki,42,52,10,0.23809523809523808,1.2380952380952381
Tiszaroff,80,99,19,0.2375,1.2375
Tiszarád,5,6,1,0.2,1.2
Tiszasas,52,65,13,0.25,1.25
Tiszaszalka,15,18,3,0.2,1.2
Tiszaszentimre,54,67,13,0.24074074074074073,1.2407407407407407
Tiszaszentmárton,22,28,6,0.2727272727272727,1.2727272727272727
Tiszasziget,86,106,20,0.23255813953488372,1.2325581395348837
Tiszaszõlõs,39,47,8,0.20512820512820512,1.205128205128205
Tiszasüly,41,51,10,0.24390243902439024,1.2439024390243902
Tiszatardos,6,7,1,0.16666666666666666,1.1666666666666667
Tiszatarján,19,23,4,0.21052631578947367,1.2105263157894737
Tiszatelek,39,48,9,0.23076923076923078,1.2307692307692308
Tiszatenyõ,21,26,5,0.23809523809523808,1.2380952380952381
Tiszaug,32,40,8,0.25,1.25
Tiszavasvári,679,841,162,0.23858615611192932,1.2385861561119293
Tiszavid,10,12,2,0.2,1.2
Tiszavárkony,69,86,17,0.2463768115942029,1.2463768115942029
Tiszaörs,56,70,14,0.25,1.25
Tiszaújváros,842,1044,202,0.23990498812351543,1.2399049881235154
Tisztaberek,10,12,2,0.2,1.2
Tivadar,6,7,1,0.16666666666666666,1.1666666666666667
Tokaj,337,416,79,0.2344213649851632,1.2344213649851632
Tokod,785,973,188,0.2394904458598726,1.2394904458598726
Tokodaltáró,138,169,31,0.2246376811594203,1.2246376811594204
Tolcsva,82,101,19,0.23170731707317074,1.2317073170731707
Tolmács,79,97,18,0.22784810126582278,1.2278481012658229
Tolna,695,864,169,0.24316546762589927,1.2431654676258992
Tolnanémedi,21,25,4,0.19047619047619047,1.1904761904761905
Tomajmonostora,20,24,4,0.2,1.2
Tompa,221,273,52,0.23529411764705882,1.2352941176470589
Tordas,196,244,48,0.24489795918367346,1.2448979591836735
Tornyiszentmiklós,6,7,1,0.16666666666666666,1.1666666666666667
Tornyospálca,91,113,22,0.24175824175824176,1.2417582417582418
Torvaj,53,65,12,0.22641509433962265,1.2264150943396226
Trizs,7,9,2,0.2857142857142857,1.2857142857142858
Tunyogmatolcs,85,105,20,0.23529411764705882,1.2352941176470589
Tura,428,528,100,0.2336448598130841,1.233644859813084
Tuzsér,63,78,15,0.23809523809523808,1.2380952380952381
Tyukod,46,57,11,0.2391304347826087,1.2391304347826086
Táborfalva,124,154,30,0.24193548387096775,1.2419354838709677
Tác,72,89,17,0.2361111111111111,1.2361111111111112
Tákos,12,15,3,0.25,1.25
Tállya,760,944,184,0.24210526315789474,1.2421052631578948
Táp,7,9,2,0.2857142857142857,1.2857142857142858
Tápióbicske,149,185,36,0.24161073825503357,1.2416107382550337
Tápiógyörgye,100,123,23,0.23,1.23
Tápiószecsõ,390,484,94,0.24102564102564103,1.241025641025641
Tápiószele,211,261,50,0.23696682464454977,1.2369668246445498
Tápiószentmárton,311,387,76,0.24437299035369775,1.2443729903536977
Tápiószõlõs,130,161,31,0.23846153846153847,1.2384615384615385
Tápióság,137,169,32,0.23357664233576642,1.2335766423357664
Táplánszentkereszt,13,16,3,0.23076923076923078,1.2307692307692308
Tápszentmiklós,13,16,3,0.23076923076923078,1.2307692307692308
Tárkány,28,34,6,0.21428571428571427,1.2142857142857142
Tárnok,839,1040,201,0.2395709177592372,1.2395709177592371
Táska,12,15,3,0.25,1.25
Tát,3315,4120,805,0.24283559577677225,1.2428355957767723
Tázlár,167,207,40,0.23952095808383234,1.2395209580838322
Téglás,390,482,92,0.2358974358974359,1.235897435897436
Tényõ,16,19,3,0.1875,1.1875
Tépe,76,95,19,0.25,1.25
Tés,12,15,3,0.25,1.25
Tésa,215,266,51,0.2372093023255814,1.2372093023255815
Tét,25,31,6,0.24,1.24
Tóalmás,215,264,49,0.22790697674418606,1.2279069767441861
Tófalu,17,20,3,0.17647058823529413,1.1764705882352942
Tófej,6,7,1,0.16666666666666666,1.1666666666666667
Tószeg,229,284,55,0.24017467248908297,1.240174672489083
Tótkomlós,343,426,83,0.24198250728862974,1.2419825072886297
Tótszentgyörgy,5,6,1,0.2,1.2
Tótszentmárton,11,14,3,0.2727272727272727,1.2727272727272727
Tótszerdahely,18,22,4,0.2222222222222222,1.2222222222222223
Tótvázsony,86,105,19,0.22093023255813954,1.2209302325581395
Tök,71,87,16,0.22535211267605634,1.2253521126760563
Tököl,823,1024,201,0.244228432563791,1.244228432563791
Töltéstava,10,12,2,0.2,1.2
Tömörkény,88,109,21,0.23863636363636365,1.2386363636363635
Törtel,180,222,42,0.23333333333333334,1.2333333333333334
Törökbálint,1768,2199,431,0.24377828054298642,1.2437782805429864
Törökkoppány,7,9,2,0.2857142857142857,1.2857142857142858
Törökszentmiklós,1102,1368,266,0.2413793103448276,1.2413793103448276
Töttös,22,27,5,0.22727272727272727,1.2272727272727273
Túristvándi,11,14,3,0.2727272727272727,1.2727272727272727
Túrkeve,661,823,162,0.24508320726172467,1.2450832072617246
Túrony,13,16,3,0.23076923076923078,1.2307692307692308
Túrricse,11,14,3,0.2727272727272727,1.2727272727272727
Türje,22,27,5,0.22727272727272727,1.2272727272727273
Tüskevár,34,41,7,0.20588235294117646,1.2058823529411764
Ugod,39,48,9,0.23076923076923078,1.2307692307692308
Uppony,6,7,1,0.16666666666666666,1.1666666666666667
Ura,12,15,3,0.25,1.25
Uraiújfalu,7,9,2,0.2857142857142857,1.2857142857142858
Uszód,486,605,119,0.2448559670781893,1.2448559670781894
Uzsa,5,6,1,0.2,1.2
Vadna,7,9,2,0.2857142857142857,1.2857142857142858
Vaja,229,284,55,0.24017467248908297,1.240174672489083
Vajdácska,32,39,7,0.21875,1.21875
Vajszló,143,178,35,0.24475524475524477,1.2447552447552448
Vajta,25,31,6,0.24,1.24
Valkó,80,100,20,0.25,1.25
Vanyarc,25,31,6,0.24,1.24
Varbó,16,20,4,0.25,1.25
Varsány,29,36,7,0.2413793103448276,1.2413793103448276
Vasad,152,188,36,0.23684210526315788,1.236842105263158
Vasboldogasszony,8,10,2,0.25,1.25
Vaskeresztes,6,7,1,0.16666666666666666,1.1666666666666667
Vaskút,159,197,38,0.2389937106918239,1.2389937106918238
Vasmegyer,48,60,12,0.25,1.25
Vaspör,7,9,2,0.2857142857142857,1.2857142857142858
Vasszécseny,10,12,2,0.2,1.2
Vasvár,38,47,9,0.23684210526315788,1.236842105263158
Vaszar,57,69,12,0.21052631578947367,1.2105263157894737
Vecsés,2233,2776,543,0.2431706224809673,1.2431706224809673
Vekerd,52,64,12,0.23076923076923078,1.2307692307692308
Velence,634,788,154,0.24290220820189273,1.2429022082018928
Vereb,27,33,6,0.2222222222222222,1.2222222222222223
Veresegyház,2110,2622,512,0.24265402843601896,1.242654028436019
Verpelét,231,283,52,0.22510822510822512,1.225108225108225
Verseg,28,35,7,0.25,1.25
Versend,29,35,6,0.20689655172413793,1.206896551724138
Verõce,328,407,79,0.24085365853658536,1.2408536585365855
Veszkény,10,12,2,0.2,1.2
Veszprém,6284,7809,1525,0.24267982176957353,1.2426798217695736
Veszprémfajsz,14,17,3,0.21428571428571427,1.2142857142857142
Veszprémgalsa,5,6,1,0.2,1.2
Veszprémvarsány,7,9,2,0.2857142857142857,1.2857142857142858
Vezseny,22,27,5,0.22727272727272727,1.2272727272727273
Villány,241,299,58,0.24066390041493776,1.2406639004149378
Villánykövesd,93,115,22,0.23655913978494625,1.2365591397849462
Vilmány,7,9,2,0.2857142857142857,1.2857142857142858
Vilonya,13,16,3,0.23076923076923078,1.2307692307692308
Vindornyaszõlõs,9,11,2,0.2222222222222222,1.2222222222222223
Visegrád,128,158,30,0.234375,1.234375
Visnye,187,232,45,0.24064171122994651,1.2406417112299466
Visonta,46,57,11,0.2391304347826087,1.2391304347826086
Visz,102,126,24,0.23529411764705882,1.2352941176470589
Visznek,43,53,10,0.23255813953488372,1.2325581395348837
Vitnyéd,8,10,2,0.25,1.25
Vizslás,51,63,12,0.23529411764705882,1.2352941176470589
Vizsoly,8,10,2,0.25,1.25
Vokány,25,31,6,0.24,1.24
Vonyarcvashegy,5,6,1,0.2,1.2
Vác,3154,3916,762,0.24159797083069118,1.2415979708306912
Vácduka,118,146,28,0.23728813559322035,1.2372881355932204
Vácegres,34,41,7,0.20588235294117646,1.2058823529411764
Váchartyán,75,93,18,0.24,1.24
Váckisújfalu,19,24,5,0.2631578947368421,1.263157894736842
Vácrátót,150,185,35,0.23333333333333334,1.2333333333333334
Vácszentlászló,96,118,22,0.22916666666666666,1.2291666666666667
Vág,6,7,1,0.16666666666666666,1.1666666666666667
Vál,186,229,43,0.23118279569892472,1.2311827956989247
Vállaj,38,47,9,0.23684210526315788,1.236842105263158
Vállus,8,10,2,0.25,1.25
Vámosatya,23,29,6,0.2608695652173913,1.2608695652173914
Vámosgyörk,157,196,39,0.2484076433121019,1.2484076433121019
Vámosmikola,35,44,9,0.2571428571428571,1.2571428571428571
Vámosoroszi,5,6,1,0.2,1.2
Vámospércs,277,343,66,0.23826714801444043,1.2382671480144405
Vámosújfalu,26,32,6,0.23076923076923078,1.2307692307692308
Váncsod,1016,1263,247,0.24311023622047245,1.2431102362204725
Váralja,14,17,3,0.21428571428571427,1.2142857142857142
Váraszó,6,7,1,0.16666666666666666,1.1666666666666667
Várbalog,14,17,3,0.21428571428571427,1.2142857142857142
Várdomb,45,55,10,0.2222222222222222,1.2222222222222223
Várgesztes,14,17,3,0.21428571428571427,1.2142857142857142
Városföld,121,149,28,0.23140495867768596,1.2314049586776858
Városlõd,57,70,13,0.22807017543859648,1.2280701754385965
Várpalota,1122,1396,274,0.24420677361853832,1.2442067736185383
Várvölgy,12,15,3,0.25,1.25
Vászoly,18,22,4,0.2222222222222222,1.2222222222222223
Vásárosdombó,32,39,7,0.21875,1.21875
Vásárosfalu,7,9,2,0.2857142857142857,1.2857142857142858
Vásárosmiske,5,6,1,0.2,1.2
Vásárosnamény,645,801,156,0.24186046511627907,1.241860465116279
Vát,5,6,1,0.2,1.2
Vécs,14,18,4,0.2857142857142857,1.2857142857142858
Végegyháza,23,28,5,0.21739130434782608,1.2173913043478262
Vékény,150,186,36,0.24,1.24
Véménd,45,56,11,0.24444444444444444,1.2444444444444445
Vép,20,25,5,0.25,1.25
Vértesacsa,44,54,10,0.22727272727272727,1.2272727272727273
Vértesboglár,14,17,3,0.21428571428571427,1.2142857142857142
Vérteskethely,5,6,1,0.2,1.2
Vértessomló,68,85,17,0.25,1.25
Vértesszõlõs,255,317,62,0.24313725490196078,1.2431372549019608
Vértestolna,22,27,5,0.22727272727272727,1.2272727272727273
Vése,23,29,6,0.2608695652173913,1.2608695652173914
Vésztõ,257,316,59,0.22957198443579765,1.2295719844357977
Vízvár,9,11,2,0.2222222222222222,1.2222222222222223
Völcsej,7,9,2,0.2857142857142857,1.2857142857142858
Vönöck,6,7,1,0.16666666666666666,1.1666666666666667
Zabar,6,7,1,0.16666666666666666,1.1666666666666667
Zagyvarékas,117,145,28,0.23931623931623933,1.2393162393162394
Zagyvaszántó,56,68,12,0.21428571428571427,1.2142857142857142
Zajta,8,10,2,0.25,1.25
Zala,6,7,1,0.16666666666666666,1.1666666666666667
Zalaapáti,11,14,3,0.2727272727272727,1.2727272727272727
Zalabaksa,5,6,1,0.2,1.2
Zalaboldogfa,8,10,2,0.25,1.25
Zalabér,9,11,2,0.2222222222222222,1.2222222222222223
Zalaegerszeg,179,223,44,0.24581005586592178,1.2458100558659218
Zalagyömörõ,7,9,2,0.2857142857142857,1.2857142857142858
Zalahaláp,67,83,16,0.23880597014925373,1.2388059701492538
Zalaháshágy,9,11,2,0.2222222222222222,1.2222222222222223
Zalakaros,17,21,4,0.23529411764705882,1.2352941176470589
Zalakomár,14,17,3,0.21428571428571427,1.2142857142857142
Zalalövõ,31,39,8,0.25806451612903225,1.2580645161290323
Zalaszabar,6,7,1,0.16666666666666666,1.1666666666666667
Zalaszentbalázs,9,11,2,0.2222222222222222,1.2222222222222223
Zalaszentgrót,80,99,19,0.2375,1.2375
Zalaszentiván,6,7,1,0.16666666666666666,1.1666666666666667
Zalaszentjakab,6,7,1,0.16666666666666666,1.1666666666666667
Zalaszentlászló,14,17,3,0.21428571428571427,1.2142857142857142
Zalaszentlõrinc,5,6,1,0.2,1.2
Zalaszentmihály,8,10,2,0.25,1.25
Zalaszántó,5,6,1,0.2,1.2
Zalatárnok,18,22,4,0.2222222222222222,1.2222222222222223
Zalavár,8,10,2,0.25,1.25
Zalkod,7,9,2,0.2857142857142857,1.2857142857142858
Zaláta,7,9,2,0.2857142857142857,1.2857142857142858
Zamárdi,351,436,85,0.24216524216524216,1.2421652421652423
Zaránk,8,10,2,0.25,1.25
Zebegény,98,122,24,0.24489795918367346,1.2448979591836735
Zengõvárkony,13,16,3,0.23076923076923078,1.2307692307692308
Zichyújfalu,22,27,5,0.22727272727272727,1.2272727272727273
Zics,6,7,1,0.16666666666666666,1.1666666666666667
Zimány,6,7,1,0.16666666666666666,1.1666666666666667
Zirc,560,695,135,0.24107142857142858,1.2410714285714286
Zomba,168,208,40,0.23809523809523808,1.2380952380952381
Zsadány,38,47,9,0.23684210526315788,1.236842105263158
Zsana,93,115,22,0.23655913978494625,1.2365591397849462
Zsarolyán,8,10,2,0.25,1.25
Zselickislak,6,7,1,0.16666666666666666,1.1666666666666667
Zselicszentpál,10,12,2,0.2,1.2
Zsira,6,7,1,0.16666666666666666,1.1666666666666667
Zsombó,415,515,100,0.24096385542168675,1.2409638554216869
Zsurk,19,24,5,0.2631578947368421,1.263157894736842
Zsáka,91,112,21,0.23076923076923078,1.2307692307692308
Zsámbok,101,125,24,0.2376237623762376,1.2376237623762376
Zsámbék,484,599,115,0.23760330578512398,1.237603305785124
Zsédeny,5,6,1,0.2,1.2
Zubogy,6,7,1,0.16666666666666666,1.1666666666666667
Záhony,154,190,36,0.23376623376623376,1.2337662337662338
Zákány,30,37,7,0.23333333333333334,1.2333333333333334
Zákányfalu,13,16,3,0.23076923076923078,1.2307692307692308
Zákányszék,419,519,100,0.2386634844868735,1.2386634844868736
Zámoly,69,85,16,0.2318840579710145,1.2318840579710144
Zánka,127,156,29,0.2283464566929134,1.2283464566929134
Závod,15,18,3,0.2,1.2
Ábrahámhegy,35,43,8,0.22857142857142856,1.2285714285714286
Ács,372,459,87,0.23387096774193547,1.2338709677419355
Ácsteszér,7,9,2,0.2857142857142857,1.2857142857142858
Ádánd,81,100,19,0.2345679012345679,1.2345679012345678
Ágasegyháza,74,91,17,0.22972972972972974,1.2297297297297298
Ágfalva,8,10,2,0.25,1.25
Álmosd,56,70,14,0.25,1.25
Áporka,66,81,15,0.22727272727272727,1.2272727272727273
Ároktõ,13,16,3,0.23076923076923078,1.2307692307692308
Árpádhalom,14,17,3,0.21428571428571427,1.2142857142857142
Ártánd,13,16,3,0.23076923076923078,1.2307692307692308
Ásotthalom,239,294,55,0.2301255230125523,1.2301255230125523
Ásványráró,8,10,2,0.25,1.25
Ászár,72,89,17,0.2361111111111111,1.2361111111111112
Átány,17,21,4,0.23529411764705882,1.2352941176470589
Écs,7,9,2,0.2857142857142857,1.2857142857142858
Érd,7407,9207,1800,0.24301336573511542,1.2430133657351154
Érpatak,70,87,17,0.24285714285714285,1.2428571428571429
Érsekcsanád,174,214,40,0.22988505747126436,1.2298850574712643
Érsekhalma,23,28,5,0.21739130434782608,1.2173913043478262
Érsekvadkert,155,190,35,0.22580645161290322,1.2258064516129032
Értény,7,9,2,0.2857142857142857,1.2857142857142858
Óbarok,36,44,8,0.2222222222222222,1.2222222222222223
Ócsa,781,969,188,0.2407170294494238,1.2407170294494239
Ófehértó,75,93,18,0.24,1.24
Óföldeák,5,6,1,0.2,1.2
Ónod,33,41,8,0.24242424242424243,1.2424242424242424
Ópusztaszer,99,123,24,0.24242424242424243,1.2424242424242424
Ópályi,99,122,23,0.23232323232323232,1.2323232323232323
Ózd,1218,1513,295,0.24220032840722497,1.242200328407225
Õcsény,156,193,37,0.23717948717948717,1.2371794871794872
Õr,54,67,13,0.24074074074074073,1.2407407407407407
Õrbottyán,683,848,165,0.24158125915080528,1.2415812591508053
Õrhalom,22,27,5,0.22727272727272727,1.2272727272727273
Õrimagyarósd,5,6,1,0.2,1.2
Õriszentpéter,12,15,3,0.25,1.25
Õrtilos,12,15,3,0.25,1.25
Õsagárd,19,24,5,0.2631578947368421,1.263157894736842
Õsi,76,94,18,0.23684210526315788,1.236842105263158
Öcs,5,6,1,0.2,1.2
Öcsöd,84,104,20,0.23809523809523808,1.2380952380952381
Ököritófülpös,41,51,10,0.24390243902439024,1.2439024390243902
Ölbõ,7,9,2,0.2857142857142857,1.2857142857142858
Ömböly,7,9,2,0.2857142857142857,1.2857142857142858
Öregcsertõ,26,31,5,0.19230769230769232,1.1923076923076923
Öreglak,44,54,10,0.22727272727272727,1.2272727272727273
Örkény,234,288,54,0.23076923076923078,1.2307692307692308
Örményes,28,34,6,0.21428571428571427,1.2142857142857142
Örménykút,9,11,2,0.2222222222222222,1.2222222222222223
Örvényes,6,7,1,0.16666666666666666,1.1666666666666667
Öskü,86,106,20,0.23255813953488372,1.2325581395348837
Öttevény,8,10,2,0.25,1.25
Öttömös,47,58,11,0.23404255319148937,1.2340425531914894
Ötvöskónyi,7,9,2,0.2857142857142857,1.2857142857142858
Újbarok,14,17,3,0.21428571428571427,1.2142857142857142
Újcsanálos,27,33,6,0.2222222222222222,1.2222222222222223
Újdombrád,16,20,4,0.25,1.25
Újfehértó,1175,1460,285,0.2425531914893617,1.2425531914893617
Újhartyán,198,246,48,0.24242424242424243,1.2424242424242424
Újireg,6,7,1,0.16666666666666666,1.1666666666666667
Újiráz,13,16,3,0.23076923076923078,1.2307692307692308
Újkenéz,30,37,7,0.23333333333333334,1.2333333333333334
Újkér,15,19,4,0.26666666666666666,1.2666666666666666
Újkígyós,389,482,93,0.2390745501285347,1.2390745501285347
Újlengyel,2123,2633,510,0.24022609514837495,1.240226095148375
Újléta,82,102,20,0.24390243902439024,1.2439024390243902
Újpetre,36,45,9,0.25,1.25
Újsolt,33,41,8,0.24242424242424243,1.2424242424242424
Újszentiván,134,166,32,0.23880597014925373,1.2388059701492538
Újszentmargita,33,41,8,0.24242424242424243,1.2424242424242424
Újszilvás,71,88,17,0.23943661971830985,1.2394366197183098
Újszász,187,233,46,0.24598930481283424,1.2459893048128343
Újtelek,17,21,4,0.23529411764705882,1.2352941176470589
Újtikos,227,281,54,0.23788546255506607,1.2378854625550662
Újudvar,7,9,2,0.2857142857142857,1.2857142857142858
Úny,29,36,7,0.2413793103448276,1.2413793103448276
Úrhida,206,254,48,0.23300970873786409,1.233009708737864
Úri,103,127,24,0.23300970873786409,1.233009708737864
Úrkút,175,217,42,0.24,1.24
Üllés,295,366,71,0.24067796610169492,1.240677966101695
Üllõ,978,1214,236,0.24130879345603273,1.2413087934560327
Üröm,1025,1272,247,0.24097560975609755,1.2409756097560976
